Timestamp,ReportingGroup,LocationName,Value,Unit
12/12/2019 00:00:00,Electricity,1000 Hakaniemen kauppahalli,78,kWh
12/13/2019 00:00:00,Electricity,1000 Hakaniemen kauppahalli,78,kWh
12/14/2019 00:00:00,Electricity,1000 Hakaniemen kauppahalli,82,kWh
12/15/2019 00:00:00,Electricity,1000 Hakaniemen kauppahalli,1,kWh
12/16/2019 00:00:00,Electricity,1000 Hakaniemen kauppahalli,77,kWh
12/17/2019 00:00:00,Electricity,1000 Hakaniemen kauppahalli,73,kWh
12/18/2019 00:00:00,Electricity,1000 Hakaniemen kauppahalli,67,kWh
12/19/2019 00:00:00,Electricity,1000 Hakaniemen kauppahalli,80,kWh
12/20/2019 00:00:00,Electricity,1000 Hakaniemen kauppahalli,86,kWh
12/21/2019 00:00:00,Electricity,1000 Hakaniemen kauppahalli,107,kWh
12/22/2019 00:00:00,Electricity,1000 Hakaniemen kauppahalli,80,kWh
12/23/2019 00:00:00,Electricity,1000 Hakaniemen kauppahalli,120,kWh
12/24/2019 00:00:00,Electricity,1000 Hakaniemen kauppahalli,31,kWh
12/25/2019 00:00:00,Electricity,1000 Hakaniemen kauppahalli,2,kWh
12/26/2019 00:00:00,Electricity,1000 Hakaniemen kauppahalli,2,kWh
12/27/2019 00:00:00,Electricity,1000 Hakaniemen kauppahalli,34,kWh
12/28/2019 00:00:00,Electricity,1000 Hakaniemen kauppahalli,64,kWh
12/29/2019 00:00:00,Electricity,1000 Hakaniemen kauppahalli,2,kWh
12/30/2019 00:00:00,Electricity,1000 Hakaniemen kauppahalli,2,kWh
12/31/2019 00:00:00,Electricity,1000 Hakaniemen kauppahalli,28,kWh
